x
NHS-AS1
Z93242.1
SCML1
Z93242.2
RAI2
Z93929.2
Z93929.1
LINC01456
BEND2
SCML2
TMSB10P2
CDKL5
GJA6P
RS1
PPEF1
PPEF1-AS1
AL096700.1
HAUS1P2
PHKA2-AS1
PHKA2
RN7SL48P
ADGRG2
PDHA1
MAP3K15
EIF5P2
SH3KBP1
BCLAF3
MAP7D2
MIR23C
EIF1AX
RF00493
RF00494
EIF1AX-AS1
RPS6KA3
AL928596.1
AL807740.1
RN7SKP183
AL807742.1
BX088723.1
RNU6-133P
CNKSR2
RARRES2P3
KLHL34
SMPX
MBTPS2
U73479.1
YY2
U73023.1
SMS
PHEX
PHEX-AS1
PTCHD1-AS
CBLL2
AC092832.2
METTL15P3
RNU6-266P
AC092832.1
AC004470.1
DDX53
FAM3C2
PDCL2P1
PTCHD1
AC073910.1
PRDX4
ACOT9
AC131011.1
SAT1
APOO
RPL9P7
CXorf58
KLHL15
EIF2S3
RF00263
ZFX-AS1
ZFX
SUPT20HL2
SUPT20HL1
AC004552.1
PDK3
SNRPEP9
AC004656.1
PCYT1B
AC079168.1
PCYT1B-AS1
AC079168.2
POLA1
SCARNA23
EEF1B2P3
ARX
AC002504.1
RN7SL91P
AC112778.1
RPP40P1
AC097263.1
AC121342.1
MAGEB18
AC129850.1
MAGEB6B
AC005297.1
MAGEB6
AC005297.2
MAGEB5
AC005297.3
AC073614.1
AC079178.2
AC079178.1
VENTXP1
AC005345.1
RPL7P58
HMGA1P1
RNU1-142P
AC112493.1
AC107419.1
AC097262.1
PTP4A1P5
PPP4R3C
AC006210.1
AC006210.2
DCAF8L2
MAGEB10
AC107613.1
AC112492.2
AC112492.4
AC112492.3
AC112492.5
AC112492.1
DCAF8L1
MIR6134
AC112495.1
IL1RAPL1
AC002367.1
RF00284
AC003659.1
RNA5SP500
AL031575.1
MIR4666B
PIGFP3
AC005185.1
MAGEB2
MAGEB3
MAGEB4
MAGEB1
PLCE1P1
NR0B1
CXorf21
CKS1BP6
FTLP2
GK
GK-IT1
AC112496.1
GK-AS1
AC108359.1
TAB3
TAB3-AS1
TAB3-AS2
FTHL17
DMD
RNU6-894P
AC079177.1
RNA5SP501
NPM1P8
MIR3915
MIR548F5
DMD-AS3
TBCAP1
AL050305.1
AL591501.1
FAM47A
FTH1P14
AL592043.1
AL592043.2
AL592504.1
TMEM47
AL606662.1
AL596245.1
FAM47B
AL596268.1
RNU6-1087P
SIAH1P1
AL161722.1
AL161722.3
AL161722.2
MAGEB16
AL590065.1
CFAP47
RNU6-641P
HMGB1P16
AL606516.1
RPS15AP40
AL592156.1
AC006924.1
BX842568.4
BX842568.2
BX842568.3
FAM47C
FTH1P18
BX842568.1
MOB1AP2
PRRG1
AF241726.2
AC245096.1
FTH1P19
FTH1P27
FAM47DP
LANCL3
XK
AC233297.1
CYBB
DYNLT3
RNU6-49P
AL121578.3
AL121578.1
HYPM
AL121578.2
SYTL5
MIR548AJ2
SRPX
AL606748.1
RPGR
OTC
TDGF1P1
AF241726.1
FTLP16
UBTFL11
TSPAN7
RNU7-7P
AF241728.1
MID1IP1
MID1IP1-AS1
RNU6-591P
AC108879.1
LINC01281
LINC01282
AC091808.1
MIR3937
RN7SL732P
GAPDHP1
AC091810.1
AL592164.1
MIR1587
RPS11P7
AL592164.2
AC092198.1
BCOR
AC091806.1
AC091807.1
AC092473.1
RNU7-164P
ATP6AP2
MPC1L
CXorf38
MED14
MED14OS
DPRXP6
AC092474.1
AC092474.2
MKRN4P
SDCBPP3
AC092268.1
RPS2P55
CLIC4P3
USP9X
LINC02601
RNA5SP502
AL391647.1
DDX3X
RN7SL15P
NYX
Z93015.1
CASK
CASK-AS1
RNU6-1321P
AL627402.1
RN7SL144P
GPR34
GPR82
AL353691.1
AL353691.2
RNU6-202P
AL133329.1
ATP5MC2P4
RNU6-630P
Z92545.1
RNU6-1124P
Z93403.1
AL023875.1
PPP1R2C
AL451086.1
PINCR
IMPDH1P4
AL023574.1
NANOGP10
MAOA
MAOB
NDP
NDP-AS1
AL034370.1
EFHC2
TATDN2P1
RRM2P3
AL022163.1
FDPSP5
FUNDC1
CHTF8P1
RPL19P20
RPSAP61
RN7SL291P
DUSP21
KDM6A
CXorf36
AC136489.1
AL020989.1
LINC01204
KRT8P14
AC234772.1
MIR222HG
MIR221
MIR222
AC234772.2
LINC02595
RF00591
AL031584.1
AL031584.2
MED28P4
KRT18P68
PCNAP3
ACTBP1
LINC01186
AL139811.2
GAPDHP65
KRBOX4
AL139811.1
ZNF674
RNU6-50P
ZNF674-AS1
MKI67P1
CHST7
SLC9A7
PGAM1P7
YBX1P8
AL512633.1
RP2
LINC01545
JADE3
RGN
RNU6-1189P
RNU12-2P
NDUFB11
RBM10
AL513366.1
UBA1
INE1
CDK16
USP11
AL591503.3
RN7SL785P
AL591503.1
ZNF157
SNORA11C
AL591503.2
NPM1P49
ZNF41
LINC01560
NUS1P1
ARAF
SYN1
TIMP1
MIR4769
AL009172.2
CFP
ELK1
UXT
UXT-AS1
CXXC1P1
AL009172.1
AL022578.1
WASF4P
ZNF81
RPL7P57
ZNF182
ZNF630
SPACA5
ZNF630-AS1
SSX6P
SPACA5B
AC244636.1
AC244636.2
RNU6-707P
SSXP3
AC245047.7
SSX5
AC245047.5
RNA5SP503
AC245047.1
AC245047.3
AC245047.2
SSX1
AC245047.4
AC245047.8
AC245047.6
SSX9P
AL606490.6
SSXP9
AL606490.3
AL606490.9
SSX3
AL606490.1
AL606490.7
SSX4
SSX4B
AL606490.5
AL606490.4
AL606490.8
AL606490.2
SLC38A5
FTSJ1
AF196972.1
PORCN
EBP
TBC1D25
AC115618.1
RBM3
AC115618.2
AC115618.3
MRPL32P1
WDR13
VN1R110P
WAS
SUV39H1
AC231533.1
RNU6-1056P
GLOD5
AC231533.2
RNU6-29P
GATA1
HDAC6
ERAS
PCSK1N
TIMM17B
PQBP1
SLC35A2
PIM2
OTUD5
AC233300.1
RNU6-722P
KCND1
GRIPAP1
TFE3
CCDC120
PRAF2
WDR45
RNU4-52P
GPKOW
RN7SL262P
AC231657.2
MAGIX
AC231657.1
PLP2
PRICKLE3
SYP
SYP-AS1
CACNA1F
HSPB1P2
CCDC22
FOXP3
PPP1R3F
AC232271.1
GAGE10
GAGE12J
GAGE13
GAGE2E
GAGE12B
GAGE12C
GAGE12D
GAGE12F
GAGE12E
GAGE12G
GAGE12H
GAGE1
GAGE2A
VDAC1P2
SALL1P1
PAGE1
PAGE4
USP27X-AS1
USP27X
AC236430.1
CLCN5
RNU6-421P
MIR532
MIR188
MIR500A
MIR362
MIR501
MIR500B
MIR660
MIR502
PYY3
AKAP4
CCNB3
DGKK
SHROOM4
RNU6-935P
H3F3AP5
BMP15
HMGB1P15
AC239367.1
AC239367.2
LINC01284
AC239367.3
NUDT10
AC233976.1
AL158055.1
CXorf67
NUDT11
LINC01496
CENPVL3
CENPVL2
CENPVL1
GSPT2
MAGED1
AC241520.1
RNU6-504P
AL929410.1
IPO7P1
AL929410.2
TPMTP3
AC239585.1
AC239585.2
MAGED4B
SNORA11E
MAGED4
SNORA11D
AC245177.1
AC231759.1
MIR8088
XAGE2
AC231532.1
AC231532.2
BX510359.1
BX510359.5
BX510359.8
BX510359.7
RBM22P6
XAGE1A
RBM22P7
XAGE1B
BX510359.6
BX510359.2
BX510359.4
BX510359.3
SSXP4
SSXP1
AL450023.2
SSX8P
SSX7
AL450023.1
RNA5SP504
SSXP5
AL450023.3
SSX2
AC244505.2
AC244505.3
AC244505.5
SSX2B
AC244505.7
AC244505.4
SPANXN5
AC244505.6
XAGE5
AC244505.1
EIF4A2P4
XAGE3
FAM156B
FAM156A
GPR173
BX322635.1
TSPYL2
AL591212.1
KANTR
AL591212.2
ACTG1P10
AL139396.1
KDM5C
MIR6895
MIR6894
KDM5C-IT1
IQSEC2
RPSAP62
AC245102.2
AC245102.1
SMC1A
MIR6857
RIBC1
HSD17B10
AC233728.1
AC233728.2
VTRNA3-1P
HUWE1
MIR98
MIRLET7F2
BX323845.1
BX323845.2
BX323845.3
AC233279.1
RNA5SP505
PHF8
FAM120C
AL589872.1
WNK3
RPL7AP71
RNU6-434P
TSR2
FGD1
GNL3L
PGAM4P1
ITIH6
MAGED2
SNORA11
AL049732.1
TRO
RF00614
PFKFB1
APEX2
ALAS2
AL020991.1
AL590240.2
PAGE2B
PAGE2
AL590240.4
AL590240.3
FAM104B
AL590240.1
MTCO1P52
MTND2P24
MTND1P30
MTRNR2L10
PAGE5
PAGE3
AL158819.1
MIR4536-1
MIR4536-2
MAGEH1
USP51
AL590410.1
AL627224.1
FOXR2
AL159987.2
AL159987.1
RRAGB
AL445472.1
AL391419.1
KLF8
RPL23AP83
UBQLN2
AL354793.1
NBDY
UQCRBP1
SPIN3
AL139397.1
AL139397.2
SPIN2B
AL022157.1
SPIN2A
PPP1R11P2
FAAH2
MTHFD1P1
ZXDB
NLRP2B
Z93019.1
ZXDA
MYCLP2
KRT8P17
BX322784.1
MTND1P31
MTND2P25
ZFRP1
AL359854.1
CBX1P1
LINC01278
SPIN4
SPIN4-AS1
ARHGEF9
ARHGEF9-IT1
BTF3P8
MIR1468
HNRNPDP1
AL355852.1
AMER1
RN7SL799P
ASB12
MTMR8
AL356317.1
PFN5P
SHC1P1
YWHAZP7
KRT8P27
GRPEL2P2
BLOC1S2P1
ZC4H2
AL445523.1
CCT4P2
MORF4L1P5
AL441964.1
ZC3H12B
TLE1P1
Z83841.1
LAS1L
FRMD8P1
MSN
NANOGP9
AL450487.2
ETF1P3
AL450487.1
AL034397.1
AL034397.2
AL034397.3
MIR223
VSIG4
AL139276.1
EIF4BP9
HEPH
AL157698.1
AL592049.1
PKMP2
EDA2R
RNU6-394P
AL049641.1
AL049564.1
AR
BMI1P1
AL157700.1
OPHN1
AL158201.1
RNU6-1225P
AKIRIN1P2
AL672138.1
YIPF6
RNU6-245P
RPL31P63
COX6CP12
STARD8
ACTR3P2
SERBP1P1
EFNB1
PJA1
HMGN1P35
LINC00269
CYCSP43
FAM155B
AL158069.1
EDA
RNA5SP506
AL158069.2
RF00012
CNOT7P1
MIR676
AWAT2
OTUD6A
MTCYBP31
MTND4P31
IGBP1
IGBP1-AS2
IGBP1-AS1
DGAT2L6
RN7SL581P
AWAT1
RNA5SP507
P2RY4
ARR3
RAB41
PDZD11
KIF4A
AL357752.1
RNY4P23
GDPD2
AL139398.1
DLG3
RNU4-81P
DLG3-AS1
TEX11
AL139109.1
SNORD3E
AL627390.1
SLC7A3
RPS23P8
NUTF2P7
RNU1-56P
SOCS5P4
SNX12
FOXO4
CXorf65
AL590764.2
IL2RG
MED12
NLGN3
AL590764.1
GJB1
ZMYM3
NONO
ITGB1BP2
AL590762.3
AL590762.2
TAF1
AL590762.4
AL590762.1
INGX
AL590763.1
OGT
GCNA
CXCR3
BX276092.7
BX276092.9
BX276092.4
LINC00891
CXorf49
BX276092.2
BX276092.6
BX276092.8
BX276092.5
CXorf49B
BX276092.1
BX276092.3
BX119927.1
NHSL2
RNU6-1078P
RPS26P11
RTL5
BX119917.1
PIN4
RN7SL388P
ERCC6L
RPS4X
CITED1
AL133500.1
HDAC8
RNU2-68P
PHKA1
BX295541.1
PHKA1-AS1
AC240504.1
RNU1-112P
DMRTC1B
FAM226B
FAM236B
FAM236D
DMRTC1
FAM236C
FAM236A
PABPC1L2B-AS1
PABPC1L2B
PABPC1L2A
AL662864.1
NAP1L6
NAP1L2
TOMM20P4
AC004074.1
YWHAZP8
RNU6-1044P
CDX4
MORF4L1P6
MAP2K4P1
RPL7P53
CHIC1
SEPHS1P4
TSIX
XIST
RF02266
RF01881
RF01880
FXYD6P3
JPX
RF02124
RF02125
FTX
AL353804.1
AL353804.2
RPSAP14
AL139400.1
AL627389.1
UHRF2P1
DDX3P1
AL359740.1
DDX3P2
MKRN5P
ATP5MDP1
BMP2KL
RAB11FIP1P1
Z83843.1
MIR421
MIR374B
MIR374C
RN7SL648P
RF02119
RF02120
RF02121
RF02123
MIR545
MIR374A
RF02122
ZCCHC13
AC004386.2
AC004386.1
RN7SL790P
THAP12P1
RPS7P14
SLC16A2
HNRNPA1P25
PABPC1P3
RLIM
RNU6-330P
NEXMIF
AL139395.1
ABCB7
BUD31P2
RNU6-562P
UPRT
AL137013.1
ZDHHC15
RPL21P134
PCNPP4
BRAFP1
TTC3P1
MAGEE2
SAR1AP4
AL451105.1
AL451105.2
AC233982.1
PBDC1
AC233981.1
RNU6-867P
AC233981.2
LDHBP2
MAGEE1
RNA5SP508
TRAPPC13P1
MIR325HG
MIR384
MIR325
RNA5SP509
SPRYD7P1
FGF16
ATRX
FABP5P15
MAGT1
RNU6-854P
RN7SL460P
COX7B
ATP7A
PGK1
AL356235.1
PGAM4
TAF9B
FNDC3CP
CYSLTR1
HMGN1P34
UBE2V1P7
RTL3
PPATP2
LPAR4
RPL7P54
MIR4328
P2RY10
P2RY10BP
GPR174
CTHRC1P1
KIF4CP
ITM2A
AL009028.1
TBX22
CHMP1B2P
TENT5D
HNRNPH3P1
AL512504.2
HK2P1
BRWD3
AL512504.1
RF01225
RNU6-493P
VDAC1P1
RNU6-995P
AL391294.1
HMGN5
SH3BGRL
AL359885.1
AL445213.1
AL691517.1
RNU6-974P
AL031313.1
RPL22P22
RF00394
AL008987.1
ATG4AP1
Z82170.1
POU3F4
AL121882.1
TERF1P4
CYLC1
RPS6KA6
MIR548I4
HDX
AL450471.1
SETP4
UBE2DNL
Z83820.1
APOOL
SATL1
Z99571.1
AC003001.2
AC003001.1
ZNF711
POF1B
MIR1321
SFR1P2
AL022401.1
CHM
MIR361
NDUFA5P7
STIP1P3
TPMTP4
DACH2
EEF1A1P29
GEMIN8P3
RF00026
FCF1P9
AL390058.1
Z82210.1
AL590229.1
RF00279
Z96811.1
KLHL4
RPSAP15
Z83818.2
Z83818.1
AL136363.1
AL136363.2
AL035246.1
AL024493.1
AL929325.1
CPXCR1
AL022154.1
AL645638.1
AL731768.1
SRIP2
AL121872.1
TGIF2LX
AL121877.1
USP12PX
AL121873.1
RNF19BPX
UBE2V1P9
RNU6-555P
AL121823.1
PABPC5-AS1
AL662874.1
PABPC5
SERBP1P4
PCDH11X
RNU2-26P
VDAC1P3
EIF4A1P10
KRT18P11
SNX3P1X
AL121871.1
AL121871.2
AL158053.1
AL359263.1
ST13P18
AL023280.1
RPL7P55
NAP1L3
FAM133A
Z94722.1
RNU6-332P
AL390840.1
PAICSP7
CCNB1IP1P3
MIR548M
AL022161.1
CALM1P1
RNA5SP510
AL365400.1
HNRNPDLP3
HNRNPDLP1
RPS7P13
AL365400.2
AL137845.2
RN7SL379P
AL137845.1
RPS29P28
BRDTP1
RN7SKP194
AL606530.1
DIAPH2
RPA4
NDUFB5P2
RN7SL74P
DIAPH2-AS1
AL354685.1
AL354685.2
AL391666.1
RPL6P29
AL357312.1
EEF1A1P15
HMGB1P32
AL157778.1
AL137843.1
XRCC6P5
B3GNT2P1
RF00402
AL359641.1
RPSAP8
PCDH19
TNMD
TSPAN6
SRPX2
SYTL4
PPIAP89
Z95327.1
Z95327.2
CSTF2
RF00411
NOX1
HNRNPA1P26
HNRNPA1P27
Z73417.1
XKRX
Z97985.1
ARL13A
TRMT2B
TRMT2B-AS1
TMEM35A
CENPI
Z70280.1
DRP2
TAF7L
RNU6-934P
NANOGNBP3
RPL21P132
TIMM8A
BTK
RPL36A
RPL36A-HNRNPH2
GLA
HNRNPH2
ARMCX4
PPIAP90
AC234775.2
ARMCX1
ARMCX7P
ARMCX6
ARMCX3
ARMCX3-AS1
AC234775.3
RNU6-30P
ARMCX2
AC234775.1
RNU6-587P
FO082842.1
AL672207.1
NXF5
ZMAT1
Z68868.1
RNU6-345P
Z80107.2
Z80107.1
MTND6P13
TCEAL2
TCEAL6
BEX5
TCP11X3P
TCP11X1
NXF2
AC234791.1
AC235565.2
NXF2B
AC235565.1
TCP11X2
TMSB15A
FOXN3P1
NXF4
ARMCX5
ARMCX5-GPRASP2
AL035427.1
AL035551.1
GPRASP1
RNU6-589P
BEND7P1
GPRASP2
BHLHB9
LINC00630
MTND1P32
MTND2P2
MTCO1P19
MTCO2P19
MTATP6P19
MTCO3P19
MTND4P32
MTND5P26
MTND6P32
MTCYBP32
Z68871.1
RAB40AL
Z95624.1
Z73361.1
BEX1
NXF3
Z75746.1
RPSAP59
BEX4
TCEAL8
Z68694.1
TCEAL5
BEX2
TCEAL7
Z92846.1
TCEAL9
BEX3
AL606763.1
Z69733.1
RAB40A
TCEAL4
Z73965.1
TCEAL3
TCEAL3-AS1
TCEAL1
AL049610.1
MORF4L2
MORF4L2-AS1
GLRA4
TMEM31
PLP1
RAB9B
RNA5SP511
AC234782.2
AC234782.4
AC234782.3
TMSB15B-AS1
TMSB15B
AC234782.1
DPPA3P1
H2BFWT
H2BFM
AC234783.1
SLC25A53
ZCCHC18
FAM199X
ESX1
IL1RAPL2
PHBP10
RPL18AP14
TEX13A
KCTD9P2
RNU6-207P
NRK
SERPINA7
AL512661.1
MUM1L1
AL133271.1
NAP1L4P2
SERPINA7P1
AL590808.1
CXorf57
MIR548AN
RNF128
TBC1D8B
MORC4
RIPPLY1
CLDN2
EEF1A1P40
RBM41
NUP62CL
AL390039.1
PIH1D3
MYCLP1
DNAJA1P3
KRT18P49
FRMPD3-AS1
FRMPD3
PRPS1
TSC22D3
NCBP2L
MID2
AL034399.2
AL034399.1
NLRP3P1
TEX13B
VSIG1
PSMD10
ATG4A
COL4A6
AL034369.1
COL4A5
AL035425.3
AL035425.2
AL035425.4
IRS4
AL035425.1
RNU6-309P
MIR6087
AL034403.1
GUCY2F
NXT2
AL118496.1
KCNE5
ACSL4
AL118496.2
RPS5P7
TMEM164
MIR652
MIR3978
AMMECR1
SNORD96B
AMMECR1-IT1
GNG5P2
RTL9
TDGF1P3
AL512882.1
CHRDL1
PAK3
FCF1P4
GLUD1P9
CAPN6
DCX
RNU6-496P
HMGB1P12
SERTM2
AL589880.1
EIF4BP7
RPL18AP15
ALG13
RNA5SP512
ALG13-AS1
TRPC5
TRPC5OS
AC005191.1
DPRXP7
AL392112.1
RTL4
LHFPL1
HMGB3P30
AMOT
MIR4329
RN7SL266P
RNU6-1015P
AL031183.1
AC233289.1
XACT
QTRT1P1
RNU1-57P
RN7SL93P
RF00088
AL953862.1
AL953862.2
SSU72P1
HTR2C
RPL36AP53
SNORA35
MIR764
MIR1912
MIR1264
MIR1298
MIR1911
HSPA8P7
MIR448
AL355812.1
IL13RA2
RNU6-648P
AL121878.1
YAP1P2
LRCH2
SNORA35B
RBMXL3
RPL36P18
LUZP4
AC239600.2
AC239600.1
PLS3-AS1
RF00264
PLS3
AC005000.2
ASS1P5
EEF1GP5
AC005000.1
DANT1
DANT2
RN7SL712P
AKR1B1P8
API5P1
AGTR2
RNU6-154P
SLC6A14
CT83
BX119904.3
BX119904.4
BX119904.2
BX119904.1
RNU6-1323P
SETP8
AC005002.2
AC005002.1
AC006963.1
KLHL13
TUBB4BP3
RPL12P43
AL391358.1
WDR44
MIR1277
DOCK11
RBBP8P1
IL13RA1
RF00566
AL391280.1
ZCCHC12
LINC01285
AC006965.1
AL772284.1
LONRF3
AL772284.2
KIAA1210
ARL5AP1
HNRNPA1P28
AC004835.2
PGRMC1
AKAP17BP
AC004835.1
AC004973.1
MRPS17P9
SLC25A43
AC004000.1
RNU1-67P
RN7SL118P
RNY3P16
SLC25A5-AS1
SLC25A5
CXorf56
UBE2A
NKRF
SEPT6
MIR766
AC005052.1
SOWAHD
RPL39
SNORA69
UPF3B
RNF113A
NDUFA1
AKAP14
NKAP
RHOXF1P3
RHOXF1P1
RHOXF1P2
RHOXF1-AS1
RHOXF2B
RHOXF1
LINC01402
NKAPP1
RHOXF2
SFR1P1
EEF1A1P30
ZBTB33
TMEM255A
AL512286.1
ATP1B4
LAMP2
RNU7-37P
CUL4B
MCTS1
C1GALT1C1
AC011890.2
AC011890.1
PA2G4P1
CT47B1
AC008162.1
AC008162.2
CT47A12
AL670379.6
CT47A11
AL670379.4
CT47A10
AL670379.10
CT47A9
AL670379.9
CT47A8
AL670379.2
CT47A7
AL670379.12
CT47A6
AL670379.11
CT47A5
AL670379.7
CT47A4
AL670379.8
CT47A3
AL670379.5
CT47A2
AL670379.3
CT47A1
AL670379.1
AC006144.1
GLUD2
HSPA8P1
MIR3672
TPT1P13
AL359851.1
AL441985.1
AL357562.1
RPL3P12
MRRFP1
GRIA3
AL590139.1
AL030996.1
TUBB4AP1
THOC2
FERP1
MEMO1P4
RNU7-69P
CHCHD2P1
RN7SL190P
XIAP
XIAP-AS1
RNU6-122P
AL121601.2
AL121601.1
STAG2
ZIK1P1
RF00561
HSPA8P20
SH2D1A
TEX13D
NPM1P34
AL022718.1
TENM1
Z85995.1
AL008707.1
TEX13C
AL627231.1
AL645820.1
AL445072.1
DCAF12L2
MTCO1P53
MTND4LP1
MTND4P24
Z69908.1
DCAF12L1
MTCYBP38
PRR32
Z82209.1
Z82209.2
AL662814.1
AL591643.1
Z75741.2
Z75741.1
ACTRT1
Z74696.2
BTG3P1
Z74696.1
RPL7AP72
AL442647.1
AL442647.2
KRT18P44
RPL32P35
AL359845.1
RPS26P56
RNA5SP513
SMARCA1
RF01169
OCRL
APLN
XPNPEP2
SASH3
AL023653.1
ZDHHC9
AL034405.1
SALL4P2
UTP14A
BCORL1
ELF4
AIFM1
RAB33A
ZNF280C
RNU6-1130P
AL035423.1
SLC25A14
GPR119
RBMX2
Z82195.2
FAM45BP
Z82195.1
ENOX2
AL049733.1
LINC01201
ARHGAP36
RN7SL191P
OR11Q1P
AL603758.1
IGSF1
OR11N1P
OR5AW1P
OR5BH1P
OR1AA1P
AL049734.2
AL049734.1
OR13H1
OR13K1P
OR7L1P
OR2AF1P
HDGFP1
FIRRE
MCRIP2P1
PNKDP1
AL008629.1
RNA5SP514
STK26
FRMD7
AL049792.1
RAP2C
RAP2C-AS1
MBNL3
RNU6-98P
HS6ST2
HS6ST2-AS1
Z82205.1
USP26
Z77249.1
RF00393
TFDP3
RNU1-115P
GPC4
RNU6-203P
GPC3
AL009174.1
RPSAP63
AF003529.1
TIMM8BP2
AC002407.1
MIR363
MIR92A2
MIR19B2
MIR20B
MIR18B
MIR106A
LARP1BP3
CCDC160
FO393409.1
PHF6
HPRT1
AC004383.1
MIR450B
MIR450A1
MIR450A2
MIR542
MIR503HG
MIR503
MIR424
LINC00629
PLAC1
AL672032.1
RPL21P133
RPS7P12
RNU4-44P
FAM122B
FAM122C
AL691477.1
MOSPD1
RNU6-616P
LINC02243
HMGB3P31
SMIM10
RTL8B
RTL8C
RTL8A
SMIM10L2B-AS1
NCLP2
SMIM10L2B
ETDB
AC234771.1
AC234771.3
CT55
AC234771.4
AC234771.2
AC234771.5
ZNF75D
ETDA
AL590282.1
ETDC
AL590282.2
ZNF449
AL450472.1
SMIM10L2A
RNA5SP515
CROCCP1
AL450472.3
AL450472.2
INTS6L-AS1
INTS6L
AL391380.1
SAGE4P
SAGE3P
SAGE2P
AC240442.1
CT45A1
MGAT2P1
MGAT2P2
CT45A3
CT45A5
CT45A6
CT45A2
CT45A7
CT45A8
CT45A9
CT45A10
SAGE1
CT45A11P
MMGT1
SLC9A6
GAPDHP67
E2F6P4
FHL1
MAP7D3
STK24P1
ADGRG4
BRS3
HTATSF1
VGLL1
MIR934
RNU6-320P
LINC00892
CD40LG
ARHGEF6
RNU6-972P
AL683813.2
RPL7P56
RANP4
AL683813.1
RAB28P5
RBMX
SNORD61
AL390879.1
RPL22P23
SRRM1P3
GPR101
AL355309.1
RAC1P4
AL035443.1
ZIC3
Z96074.1
RN7SL325P
ZFYVE9P1
RNU6-985P
RN7SKP31
MAGEA13P
KRT8P6
AL357123.1
FGF13
AL031386.1
MIR504
FGF13-AS1
Z83313.1
SNURFL
SRD5A1P1
F9
MCF2
ATP11C
RNU6ATAC23P
RF00425
MIR505
CXorf66
AL589987.2
HNRNPA3P3
RN7SL727P
AL589987.1
FO393408.1
AL137014.1
RF00066
RPS17P17
SOX3
AL844175.1
LINC00632
CDR1
MIR320D2
AL451048.1
SPANXB1
RNU6-3P
AC234778.1
AC234778.2
LDOC1
SPANXC
RBMX2P2
AC234779.1
SPANXA2-OT1
SPANXA1
SPANXA2
AC235097.1
SPANXD
MAGEC3
MAGEC1
AL023773.2
AL023773.1
AL031073.1
MAGEC2
AL109620.1
RNA5SP516
SPANXN4
RN7SKP81
RN7SKP149
AC239727.1
PGBD4P6
MTND1P33
MTND2P39
SPANXN3
SLITRK4
HNRNPH1P2
SPANXN2
AL500522.1
AL500522.2
UBE2NL
AC234064.1
RRM2P4
HNRNPCP10
RN7SKP189
CYCSP44
AL713923.1
SPANXN1
AL391256.1
AL109653.1
AL109653.2
SLITRK2
MIR892C
MIR890
MIR888
MIR892A
MIR892B
MIR891B
MIR891A
RNA5SP517
AL109913.1
ELL2P4
Z97180.1
CXorf51B
CXorf51A
Z99497.1
Z99497.2
AL589669.1
MIR513C
MIR513B
MIR513A1
MIR513A2
MIR506
MIR507
MIR508
MIR514B
MIR509-2
MIR509-3
MIR509-1
MIR510
MIR514A1
MIR514A2
MIR514A3
AL096861.1
AL009048.1
AC016925.1
AC016925.2
RNU6-382P
L29074.1
FMR1-AS1
RF02118
FMR1
FMR1-IT1
FMR1NB
RNA5SP524
FTH1P8
U40455.1
RPL7L1P11
AC002368.1
AFF2
AFF2-IT1
RN7SKP267
AC231760.1
IDS
AC244197.3
AC244197.2
