GEP	Proportion_in_GEP	fine_celltype
ACM_GEP_1	0.148	ACM_cell_cycling
ACM_GEP_2	0.089	ACM_cell_cycling
ACM_GEP_3	0.121	ACM_cell_cycling
ACM_GEP_4	0.113	ACM_cell_cycling
ACM_GEP_5	0.212	ACM_cell_cycling
ACM_GEP_6	0.175	ACM_cell_cycling
ACM_GEP_7	0.149	ACM_cell_cycling
ACM_GEP_9	0.117	ACM_cell_cycling
ACM_GEP_10	0.086	ACM_cell_cycling
ACM_GEP_11	0.148	ACM_cell_cycling
ACM_GEP_12	0.239	ACM_cell_cycling
ACM_GEP_13	0.06	ACM_cell_cycling
ACM_GEP_14	0.202	ACM_cell_cycling
ACM_GEP_15	0.128	ACM_cell_cycling
ACM_GEP_16	0.192	ACM_cell_cycling
ACM_GEP_17	0.962	ACM_cell_cycling
ACM_GEP_18	0.477	ACM_cell_cycling
ACM_GEP_19	1	ACM_cell_cycling
ACM_GEP_20	0.999	ACM_cell_cycling
ACM_GEP_21	0.149	ACM_cell_cycling
ACM_GEP_23	0.483	ACM_cell_cycling
ACM_GEP_24	0.969	ACM_cell_cycling
ACM_GEP_1	0.084	ACM_left_lowTNNI
ACM_GEP_2	0.036	ACM_left_lowTNNI
ACM_GEP_3	0.016	ACM_left_lowTNNI
ACM_GEP_4	0.422	ACM_left_lowTNNI
ACM_GEP_5	0.028	ACM_left_lowTNNI
ACM_GEP_6	0.095	ACM_left_lowTNNI
ACM_GEP_7	0.064	ACM_left_lowTNNI
ACM_GEP_9	0.182	ACM_left_lowTNNI
ACM_GEP_10	0.406	ACM_left_lowTNNI
ACM_GEP_11	0.165	ACM_left_lowTNNI
ACM_GEP_12	0.005	ACM_left_lowTNNI
ACM_GEP_13	0.156	ACM_left_lowTNNI
ACM_GEP_14	0.044	ACM_left_lowTNNI
ACM_GEP_15	0.079	ACM_left_lowTNNI
ACM_GEP_16	0.001	ACM_left_lowTNNI
ACM_GEP_17	0.007	ACM_left_lowTNNI
ACM_GEP_18	0.004	ACM_left_lowTNNI
ACM_GEP_21	0.04	ACM_left_lowTNNI
ACM_GEP_23	0.003	ACM_left_lowTNNI
ACM_GEP_1	0.242	ACM_left_hybrid
ACM_GEP_2	0.019	ACM_left_hybrid
ACM_GEP_3	0.045	ACM_left_hybrid
ACM_GEP_4	0.165	ACM_left_hybrid
ACM_GEP_5	0.041	ACM_left_hybrid
ACM_GEP_6	0.165	ACM_left_hybrid
ACM_GEP_7	0.212	ACM_left_hybrid
ACM_GEP_9	0.296	ACM_left_hybrid
ACM_GEP_10	0.095	ACM_left_hybrid
ACM_GEP_11	0.222	ACM_left_hybrid
ACM_GEP_12	0.083	ACM_left_hybrid
ACM_GEP_13	0.14	ACM_left_hybrid
ACM_GEP_14	0.175	ACM_left_hybrid
ACM_GEP_15	0.107	ACM_left_hybrid
ACM_GEP_16	0.002	ACM_left_hybrid
ACM_GEP_17	0.003	ACM_left_hybrid
ACM_GEP_18	0.034	ACM_left_hybrid
ACM_GEP_20	0	ACM_left_hybrid
ACM_GEP_21	0.004	ACM_left_hybrid
ACM_GEP_23	0.009	ACM_left_hybrid
ACM_GEP_24	0.001	ACM_left_hybrid
ACM_GEP_1	0.259	ACM_left_highTNNI_1
ACM_GEP_2	0.008	ACM_left_highTNNI_1
ACM_GEP_3	0.025	ACM_left_highTNNI_1
ACM_GEP_4	0.135	ACM_left_highTNNI_1
ACM_GEP_5	0.029	ACM_left_highTNNI_1
ACM_GEP_6	0.159	ACM_left_highTNNI_1
ACM_GEP_7	0.094	ACM_left_highTNNI_1
ACM_GEP_9	0.27	ACM_left_highTNNI_1
ACM_GEP_10	0.06	ACM_left_highTNNI_1
ACM_GEP_11	0.289	ACM_left_highTNNI_1
ACM_GEP_12	0.163	ACM_left_highTNNI_1
ACM_GEP_13	0.059	ACM_left_highTNNI_1
ACM_GEP_14	0.133	ACM_left_highTNNI_1
ACM_GEP_15	0.141	ACM_left_highTNNI_1
ACM_GEP_16	0.335	ACM_left_highTNNI_1
ACM_GEP_17	0.003	ACM_left_highTNNI_1
ACM_GEP_18	0.016	ACM_left_highTNNI_1
ACM_GEP_21	0.018	ACM_left_highTNNI_1
ACM_GEP_23	0.006	ACM_left_highTNNI_1
ACM_GEP_24	0.009	ACM_left_highTNNI_1
ACM_GEP_1	0.12	ACM_left_highTNNI_2
ACM_GEP_2	0.006	ACM_left_highTNNI_2
ACM_GEP_3	0.005	ACM_left_highTNNI_2
ACM_GEP_4	0.06	ACM_left_highTNNI_2
ACM_GEP_5	0.005	ACM_left_highTNNI_2
ACM_GEP_6	0.023	ACM_left_highTNNI_2
ACM_GEP_7	0.163	ACM_left_highTNNI_2
ACM_GEP_9	0.03	ACM_left_highTNNI_2
ACM_GEP_10	0.018	ACM_left_highTNNI_2
ACM_GEP_11	0.157	ACM_left_highTNNI_2
ACM_GEP_12	0.056	ACM_left_highTNNI_2
ACM_GEP_13	0.031	ACM_left_highTNNI_2
ACM_GEP_14	0.365	ACM_left_highTNNI_2
ACM_GEP_15	0.074	ACM_left_highTNNI_2
ACM_GEP_16	0.079	ACM_left_highTNNI_2
ACM_GEP_17	0.009	ACM_left_highTNNI_2
ACM_GEP_18	0.227	ACM_left_highTNNI_2
ACM_GEP_20	0	ACM_left_highTNNI_2
ACM_GEP_21	0.004	ACM_left_highTNNI_2
ACM_GEP_23	0.479	ACM_left_highTNNI_2
ACM_GEP_24	0.003	ACM_left_highTNNI_2
ACM_GEP_1	0.065	ACM_right_lowTNNI_1
ACM_GEP_2	0.255	ACM_right_lowTNNI_1
ACM_GEP_3	0.284	ACM_right_lowTNNI_1
ACM_GEP_4	0.038	ACM_right_lowTNNI_1
ACM_GEP_5	0.262	ACM_right_lowTNNI_1
ACM_GEP_6	0.117	ACM_right_lowTNNI_1
ACM_GEP_7	0.13	ACM_right_lowTNNI_1
ACM_GEP_9	0.046	ACM_right_lowTNNI_1
ACM_GEP_10	0.051	ACM_right_lowTNNI_1
ACM_GEP_11	0.006	ACM_right_lowTNNI_1
ACM_GEP_12	0.131	ACM_right_lowTNNI_1
ACM_GEP_13	0.241	ACM_right_lowTNNI_1
ACM_GEP_14	0.048	ACM_right_lowTNNI_1
ACM_GEP_15	0.119	ACM_right_lowTNNI_1
ACM_GEP_16	0	ACM_right_lowTNNI_1
ACM_GEP_17	0.007	ACM_right_lowTNNI_1
ACM_GEP_18	0.076	ACM_right_lowTNNI_1
ACM_GEP_21	0.048	ACM_right_lowTNNI_1
ACM_GEP_23	0.007	ACM_right_lowTNNI_1
ACM_GEP_1	0.002	ACM_right_lowTNNI_2
ACM_GEP_2	0.094	ACM_right_lowTNNI_2
ACM_GEP_3	0.033	ACM_right_lowTNNI_2
ACM_GEP_4	0.035	ACM_right_lowTNNI_2
ACM_GEP_5	0.017	ACM_right_lowTNNI_2
ACM_GEP_6	0.023	ACM_right_lowTNNI_2
ACM_GEP_7	0.018	ACM_right_lowTNNI_2
ACM_GEP_9	0.014	ACM_right_lowTNNI_2
ACM_GEP_10	0.028	ACM_right_lowTNNI_2
ACM_GEP_11	0.004	ACM_right_lowTNNI_2
ACM_GEP_12	0.001	ACM_right_lowTNNI_2
ACM_GEP_13	0.16	ACM_right_lowTNNI_2
ACM_GEP_14	0.001	ACM_right_lowTNNI_2
ACM_GEP_15	0.018	ACM_right_lowTNNI_2
ACM_GEP_16	0	ACM_right_lowTNNI_2
ACM_GEP_17	0.002	ACM_right_lowTNNI_2
ACM_GEP_18	0.006	ACM_right_lowTNNI_2
ACM_GEP_19	0	ACM_right_lowTNNI_2
ACM_GEP_20	0	ACM_right_lowTNNI_2
ACM_GEP_21	0.527	ACM_right_lowTNNI_2
ACM_GEP_23	0.004	ACM_right_lowTNNI_2
ACM_GEP_1	0.002	ACM_right_lowTNNI_3
ACM_GEP_2	0.101	ACM_right_lowTNNI_3
ACM_GEP_3	0.016	ACM_right_lowTNNI_3
ACM_GEP_4	0.012	ACM_right_lowTNNI_3
ACM_GEP_5	0.027	ACM_right_lowTNNI_3
ACM_GEP_6	0.025	ACM_right_lowTNNI_3
ACM_GEP_7	0.028	ACM_right_lowTNNI_3
ACM_GEP_9	0.003	ACM_right_lowTNNI_3
ACM_GEP_10	0.216	ACM_right_lowTNNI_3
ACM_GEP_11	0.001	ACM_right_lowTNNI_3
ACM_GEP_12	0	ACM_right_lowTNNI_3
ACM_GEP_13	0.018	ACM_right_lowTNNI_3
ACM_GEP_14	0.001	ACM_right_lowTNNI_3
ACM_GEP_15	0.059	ACM_right_lowTNNI_3
ACM_GEP_16	0	ACM_right_lowTNNI_3
ACM_GEP_17	0.001	ACM_right_lowTNNI_3
ACM_GEP_18	0.003	ACM_right_lowTNNI_3
ACM_GEP_21	0.04	ACM_right_lowTNNI_3
ACM_GEP_1	0.068	ACM_right_highTNNI_1
ACM_GEP_2	0.312	ACM_right_highTNNI_1
ACM_GEP_3	0.382	ACM_right_highTNNI_1
ACM_GEP_4	0.015	ACM_right_highTNNI_1
ACM_GEP_5	0.331	ACM_right_highTNNI_1
ACM_GEP_6	0.186	ACM_right_highTNNI_1
ACM_GEP_7	0.101	ACM_right_highTNNI_1
ACM_GEP_9	0.032	ACM_right_highTNNI_1
ACM_GEP_10	0.031	ACM_right_highTNNI_1
ACM_GEP_11	0.006	ACM_right_highTNNI_1
ACM_GEP_12	0.308	ACM_right_highTNNI_1
ACM_GEP_13	0.076	ACM_right_highTNNI_1
ACM_GEP_14	0.027	ACM_right_highTNNI_1
ACM_GEP_15	0.198	ACM_right_highTNNI_1
ACM_GEP_16	0.156	ACM_right_highTNNI_1
ACM_GEP_17	0.005	ACM_right_highTNNI_1
ACM_GEP_18	0.093	ACM_right_highTNNI_1
ACM_GEP_21	0.032	ACM_right_highTNNI_1
ACM_GEP_23	0.006	ACM_right_highTNNI_1
ACM_GEP_24	0.004	ACM_right_highTNNI_1
ACM_GEP_1	0.01	ACM_right_highTNNI_2
ACM_GEP_2	0.079	ACM_right_highTNNI_2
ACM_GEP_3	0.074	ACM_right_highTNNI_2
ACM_GEP_4	0.005	ACM_right_highTNNI_2
ACM_GEP_5	0.048	ACM_right_highTNNI_2
ACM_GEP_6	0.032	ACM_right_highTNNI_2
ACM_GEP_7	0.042	ACM_right_highTNNI_2
ACM_GEP_9	0.009	ACM_right_highTNNI_2
ACM_GEP_10	0.009	ACM_right_highTNNI_2
ACM_GEP_11	0.003	ACM_right_highTNNI_2
ACM_GEP_12	0.013	ACM_right_highTNNI_2
ACM_GEP_13	0.059	ACM_right_highTNNI_2
ACM_GEP_14	0.006	ACM_right_highTNNI_2
ACM_GEP_15	0.076	ACM_right_highTNNI_2
ACM_GEP_16	0.233	ACM_right_highTNNI_2
ACM_GEP_17	0.002	ACM_right_highTNNI_2
ACM_GEP_18	0.064	ACM_right_highTNNI_2
ACM_GEP_20	0	ACM_right_highTNNI_2
ACM_GEP_21	0.14	ACM_right_highTNNI_2
ACM_GEP_23	0.002	ACM_right_highTNNI_2
ACM_GEP_24	0.014	ACM_right_highTNNI_2
core_conduction_GEP_1	0.028	His_bundle
core_conduction_GEP_2	0.012	His_bundle
core_conduction_GEP_3	0.042	His_bundle
core_conduction_GEP_4	0.004	His_bundle
core_conduction_GEP_5	0.208	His_bundle
core_conduction_GEP_7	0.126	His_bundle
core_conduction_GEP_8	0.159	His_bundle
core_conduction_GEP_9	0.008	His_bundle
core_conduction_GEP_11	0.033	His_bundle
core_conduction_GEP_12	0.021	His_bundle
core_conduction_GEP_13	0.016	His_bundle
core_conduction_GEP_15	0.767	His_bundle
core_conduction_GEP_16	0.005	His_bundle
core_conduction_GEP_17	0.003	His_bundle
core_conduction_GEP_18	0.012	His_bundle
core_conduction_GEP_19	0.12	His_bundle
core_conduction_GEP_20	0.227	His_bundle
core_conduction_GEP_21	0.642	His_bundle
core_conduction_GEP_22	0.223	His_bundle
core_conduction_GEP_24	0.419	His_bundle
core_conduction_GEP_27	0.021	His_bundle
core_conduction_GEP_28	0.753	His_bundle
core_conduction_GEP_29	0.058	His_bundle
TzConductionCells_GEP_1	0.005	Transitional_His_bundle
TzConductionCells_GEP_2	0.004	Transitional_His_bundle
TzConductionCells_GEP_3	0.012	Transitional_His_bundle
TzConductionCells_GEP_4	0.02	Transitional_His_bundle
TzConductionCells_GEP_5	0.054	Transitional_His_bundle
TzConductionCells_GEP_6	0.049	Transitional_His_bundle
TzConductionCells_GEP_7	0.171	Transitional_His_bundle
TzConductionCells_GEP_8	0.461	Transitional_His_bundle
TzConductionCells_GEP_9	0.012	Transitional_His_bundle
TzConductionCells_GEP_10	0.048	Transitional_His_bundle
TzConductionCells_GEP_12	0.004	Transitional_His_bundle
TzConductionCells_GEP_13	0.777	Transitional_His_bundle
TzConductionCells_GEP_14	0.001	Transitional_His_bundle
TzConductionCells_GEP_15	0.024	Transitional_His_bundle
TzConductionCells_GEP_16	0.263	Transitional_His_bundle
TzConductionCells_GEP_17	0.587	Transitional_His_bundle
TzConductionCells_GEP_18	0.904	Transitional_His_bundle
TzConductionCells_GEP_19	0.003	Transitional_His_bundle
TzConductionCells_GEP_20	0.004	Transitional_His_bundle
TzConductionCells_GEP_21	0.884	Transitional_His_bundle
TzConductionCells_GEP_22	0.32	Transitional_His_bundle
TzConductionCells_GEP_23	0.235	Transitional_His_bundle
TzConductionCells_GEP_24	0.022	Transitional_His_bundle
TzConductionCells_GEP_25	0.838	Transitional_His_bundle
TzConductionCells_GEP_26	0.024	Transitional_His_bundle
core_conduction_GEP_1	0.019	AVN
core_conduction_GEP_2	0.002	AVN
core_conduction_GEP_3	0.024	AVN
core_conduction_GEP_4	0.847	AVN
core_conduction_GEP_5	0.067	AVN
core_conduction_GEP_6	0.005	AVN
core_conduction_GEP_7	0.862	AVN
core_conduction_GEP_8	0.006	AVN
core_conduction_GEP_9	0.861	AVN
core_conduction_GEP_11	0.005	AVN
core_conduction_GEP_12	0.673	AVN
core_conduction_GEP_13	0.933	AVN
core_conduction_GEP_14	0.124	AVN
core_conduction_GEP_15	0.116	AVN
core_conduction_GEP_16	0.263	AVN
core_conduction_GEP_17	0.034	AVN
core_conduction_GEP_18	0.77	AVN
core_conduction_GEP_19	0.827	AVN
core_conduction_GEP_20	0.037	AVN
core_conduction_GEP_21	0.087	AVN
core_conduction_GEP_22	0.257	AVN
core_conduction_GEP_24	0.11	AVN
core_conduction_GEP_27	0.149	AVN
core_conduction_GEP_28	0.079	AVN
core_conduction_GEP_29	0.456	AVN
TzConductionCells_GEP_1	0	NA
TzConductionCells_GEP_3	0	NA
TzConductionCells_GEP_4	0.001	NA
TzConductionCells_GEP_5	0.009	NA
TzConductionCells_GEP_6	0.009	NA
TzConductionCells_GEP_7	0.004	NA
TzConductionCells_GEP_8	0.01	NA
TzConductionCells_GEP_9	0	NA
TzConductionCells_GEP_10	0.011	NA
TzConductionCells_GEP_12	0.143	NA
TzConductionCells_GEP_13	0.004	NA
TzConductionCells_GEP_14	0.199	NA
TzConductionCells_GEP_15	0.564	NA
TzConductionCells_GEP_16	0.025	NA
TzConductionCells_GEP_17	0.003	NA
TzConductionCells_GEP_18	0.007	NA
TzConductionCells_GEP_19	0.243	NA
TzConductionCells_GEP_20	0.014	NA
TzConductionCells_GEP_21	0.013	NA
TzConductionCells_GEP_22	0.172	NA
TzConductionCells_GEP_23	0.589	NA
TzConductionCells_GEP_24	0.049	NA
TzConductionCells_GEP_25	0.09	NA
TzConductionCells_GEP_26	0.036	NA
TzConductionCells_GEP_1	0	NA
TzConductionCells_GEP_2	0	NA
TzConductionCells_GEP_3	0	NA
TzConductionCells_GEP_4	0.001	NA
TzConductionCells_GEP_5	0.002	NA
TzConductionCells_GEP_6	0.003	NA
TzConductionCells_GEP_7	0.007	NA
TzConductionCells_GEP_8	0	NA
TzConductionCells_GEP_9	0.002	NA
TzConductionCells_GEP_10	0.006	NA
TzConductionCells_GEP_12	0.048	NA
TzConductionCells_GEP_13	0.007	NA
TzConductionCells_GEP_14	0.381	NA
TzConductionCells_GEP_15	0.132	NA
TzConductionCells_GEP_16	0.06	NA
TzConductionCells_GEP_18	0.007	NA
TzConductionCells_GEP_19	0.09	NA
TzConductionCells_GEP_20	0.018	NA
TzConductionCells_GEP_21	0.002	NA
TzConductionCells_GEP_22	0.085	NA
TzConductionCells_GEP_23	0.069	NA
TzConductionCells_GEP_24	0.03	NA
TzConductionCells_GEP_25	0.003	NA
TzConductionCells_GEP_26	0.2	NA
TzConductionCells_GEP_1	0.001	NA
TzConductionCells_GEP_2	0	NA
TzConductionCells_GEP_3	0	NA
TzConductionCells_GEP_4	0.002	NA
TzConductionCells_GEP_5	0.006	NA
TzConductionCells_GEP_6	0.008	NA
TzConductionCells_GEP_7	0.003	NA
TzConductionCells_GEP_8	0.001	NA
TzConductionCells_GEP_9	0.015	NA
TzConductionCells_GEP_10	0.004	NA
TzConductionCells_GEP_12	0.294	NA
TzConductionCells_GEP_13	0.004	NA
TzConductionCells_GEP_14	0.146	NA
TzConductionCells_GEP_15	0.114	NA
TzConductionCells_GEP_16	0.01	NA
TzConductionCells_GEP_17	0	NA
TzConductionCells_GEP_18	0.001	NA
TzConductionCells_GEP_19	0.113	NA
TzConductionCells_GEP_20	0.02	NA
TzConductionCells_GEP_21	0.001	NA
TzConductionCells_GEP_22	0.002	NA
TzConductionCells_GEP_23	0.015	NA
TzConductionCells_GEP_24	0.19	NA
TzConductionCells_GEP_25	0.02	NA
TzConductionCells_GEP_26	0.019	NA
TzConductionCells_GEP_1	0.001	NA
TzConductionCells_GEP_3	0	NA
TzConductionCells_GEP_4	0.001	NA
TzConductionCells_GEP_5	0.003	NA
TzConductionCells_GEP_6	0.001	NA
TzConductionCells_GEP_7	0.002	NA
TzConductionCells_GEP_8	0	NA
TzConductionCells_GEP_9	0.006	NA
TzConductionCells_GEP_10	0.002	NA
TzConductionCells_GEP_12	0.112	NA
TzConductionCells_GEP_14	0.039	NA
TzConductionCells_GEP_15	0.038	NA
TzConductionCells_GEP_16	0.004	NA
TzConductionCells_GEP_17	0	NA
TzConductionCells_GEP_19	0.433	NA
TzConductionCells_GEP_20	0.001	NA
TzConductionCells_GEP_22	0.183	NA
TzConductionCells_GEP_23	0.027	NA
TzConductionCells_GEP_24	0.002	NA
TzConductionCells_GEP_25	0.003	NA
TzConductionCells_GEP_26	0.005	NA
FB_GEP_1	0.07	Atrial_fibroblasts
FB_GEP_2	0.017	Atrial_fibroblasts
FB_GEP_3	0.054	Atrial_fibroblasts
FB_GEP_5	0.248	Atrial_fibroblasts
FB_GEP_6	0.036	Atrial_fibroblasts
FB_GEP_7	0.027	Atrial_fibroblasts
FB_GEP_8	0.005	Atrial_fibroblasts
FB_GEP_9	0.001	Atrial_fibroblasts
FB_GEP_10	0.026	Atrial_fibroblasts
FB_GEP_11	0.007	Atrial_fibroblasts
FB_GEP_12	0.061	Atrial_fibroblasts
FB_GEP_13	0	Atrial_fibroblasts
FB_GEP_14	0.066	Atrial_fibroblasts
FB_GEP_15	0.01	Atrial_fibroblasts
FB_GEP_16	0.04	Atrial_fibroblasts
FB_GEP_17	0.236	Atrial_fibroblasts
FB_GEP_18	0.003	Atrial_fibroblasts
FB_GEP_19	0.005	Atrial_fibroblasts
FB_GEP_20	0.001	Atrial_fibroblasts
FB_GEP_21	0	Atrial_fibroblasts
FB_GEP_22	0.005	Atrial_fibroblasts
FB_GEP_23	0.001	Atrial_fibroblasts
FB_GEP_24	0.015	Atrial_fibroblasts
FB_GEP_25	0.011	Atrial_fibroblasts
FB_GEP_26	0.699	Atrial_fibroblasts
VIC_GEP_27	0.002	Atrial_fibroblasts
FB_GEP_33	0.001	Atrial_fibroblasts
FB_GEP_1	0.006	DMP_1
FB_GEP_2	0.012	DMP_1
FB_GEP_3	0.033	DMP_1
FB_GEP_5	0.072	DMP_1
FB_GEP_6	0.024	DMP_1
FB_GEP_7	0.082	DMP_1
FB_GEP_8	0.61	DMP_1
FB_GEP_9	0.763	DMP_1
FB_GEP_10	0.669	DMP_1
FB_GEP_11	0.198	DMP_1
FB_GEP_12	0.011	DMP_1
FB_GEP_13	0.002	DMP_1
FB_GEP_14	0.015	DMP_1
FB_GEP_15	0.012	DMP_1
FB_GEP_16	0.284	DMP_1
FB_GEP_17	0.096	DMP_1
FB_GEP_18	0.138	DMP_1
FB_GEP_19	0.337	DMP_1
FB_GEP_20	0.001	DMP_1
FB_GEP_21	0.008	DMP_1
FB_GEP_22	0.039	DMP_1
FB_GEP_23	0.003	DMP_1
FB_GEP_24	0.14	DMP_1
FB_GEP_25	0.16	DMP_1
FB_GEP_26	0.046	DMP_1
VIC_GEP_27	0.008	DMP_1
FB_GEP_1	0.005	DMP_2
FB_GEP_2	0.002	DMP_2
FB_GEP_3	0.001	DMP_2
FB_GEP_5	0.009	DMP_2
FB_GEP_6	0.009	DMP_2
FB_GEP_7	0.047	DMP_2
FB_GEP_8	0.09	DMP_2
FB_GEP_9	0.051	DMP_2
FB_GEP_10	0.111	DMP_2
FB_GEP_11	0.017	DMP_2
FB_GEP_12	0.023	DMP_2
FB_GEP_13	0.001	DMP_2
FB_GEP_14	0.005	DMP_2
FB_GEP_15	0.004	DMP_2
FB_GEP_16	0.023	DMP_2
FB_GEP_17	0.019	DMP_2
FB_GEP_18	0.024	DMP_2
FB_GEP_19	0.342	DMP_2
FB_GEP_20	0	DMP_2
FB_GEP_21	0.043	DMP_2
FB_GEP_22	0.674	DMP_2
FB_GEP_23	0.004	DMP_2
FB_GEP_24	0.668	DMP_2
FB_GEP_25	0.024	DMP_2
FB_GEP_26	0.016	DMP_2
VIC_GEP_27	0.004	DMP_2
FB_GEP_33	0.002	DMP_2
FB_GEP_1	0.001	DMP_3
FB_GEP_2	0.001	DMP_3
FB_GEP_3	0.001	DMP_3
FB_GEP_5	0.003	DMP_3
FB_GEP_6	0.001	DMP_3
FB_GEP_7	0.009	DMP_3
FB_GEP_8	0.089	DMP_3
FB_GEP_9	0.07	DMP_3
FB_GEP_10	0.043	DMP_3
FB_GEP_11	0.007	DMP_3
FB_GEP_12	0.002	DMP_3
FB_GEP_13	0.001	DMP_3
FB_GEP_14	0.001	DMP_3
FB_GEP_15	0.112	DMP_3
FB_GEP_16	0.004	DMP_3
FB_GEP_17	0.019	DMP_3
FB_GEP_18	0.012	DMP_3
FB_GEP_19	0.104	DMP_3
FB_GEP_20	0.113	DMP_3
FB_GEP_21	0.002	DMP_3
FB_GEP_22	0.116	DMP_3
FB_GEP_23	0.002	DMP_3
FB_GEP_24	0.131	DMP_3
FB_GEP_25	0.008	DMP_3
FB_GEP_26	0.012	DMP_3
VIC_GEP_27	0	DMP_3
FB_GEP_1	0.627	Mature_fibroblasts
FB_GEP_2	0.764	Mature_fibroblasts
FB_GEP_3	0.773	Mature_fibroblasts
FB_GEP_5	0.348	Mature_fibroblasts
FB_GEP_6	0.217	Mature_fibroblasts
FB_GEP_7	0.172	Mature_fibroblasts
FB_GEP_8	0.023	Mature_fibroblasts
FB_GEP_9	0.007	Mature_fibroblasts
FB_GEP_10	0.018	Mature_fibroblasts
FB_GEP_11	0.66	Mature_fibroblasts
FB_GEP_12	0.131	Mature_fibroblasts
FB_GEP_13	0.007	Mature_fibroblasts
FB_GEP_14	0.034	Mature_fibroblasts
FB_GEP_15	0.021	Mature_fibroblasts
FB_GEP_16	0.434	Mature_fibroblasts
FB_GEP_17	0.078	Mature_fibroblasts
FB_GEP_18	0.013	Mature_fibroblasts
FB_GEP_19	0.005	Mature_fibroblasts
FB_GEP_20	0.004	Mature_fibroblasts
FB_GEP_21	0.001	Mature_fibroblasts
FB_GEP_22	0.003	Mature_fibroblasts
FB_GEP_23	0	Mature_fibroblasts
FB_GEP_24	0.001	Mature_fibroblasts
FB_GEP_25	0.03	Mature_fibroblasts
FB_GEP_26	0.006	Mature_fibroblasts
VIC_GEP_27	0.008	Mature_fibroblasts
FB_GEP_33	0.002	Mature_fibroblasts
FB_GEP_1	0.001	OFT_1
FB_GEP_2	0	OFT_1
FB_GEP_3	0	OFT_1
FB_GEP_5	0.001	OFT_1
FB_GEP_6	0.001	OFT_1
FB_GEP_7	0.002	OFT_1
FB_GEP_8	0.002	OFT_1
FB_GEP_9	0.003	OFT_1
FB_GEP_10	0.009	OFT_1
FB_GEP_12	0	OFT_1
FB_GEP_13	0	OFT_1
FB_GEP_14	0	OFT_1
FB_GEP_15	0.034	OFT_1
FB_GEP_17	0.009	OFT_1
FB_GEP_18	0.7	OFT_1
FB_GEP_19	0.001	OFT_1
FB_GEP_20	0.036	OFT_1
FB_GEP_21	0.001	OFT_1
FB_GEP_22	0.003	OFT_1
FB_GEP_23	0	OFT_1
FB_GEP_24	0.001	OFT_1
FB_GEP_25	0.001	OFT_1
FB_GEP_26	0.003	OFT_1
VIC_GEP_27	0	OFT_1
FB_GEP_33	0.004	OFT_1
FB_GEP_1	0.001	OFT_2
FB_GEP_2	0.001	OFT_2
FB_GEP_3	0.001	OFT_2
FB_GEP_5	0.001	OFT_2
FB_GEP_6	0.002	OFT_2
FB_GEP_7	0.001	OFT_2
FB_GEP_8	0.008	OFT_2
FB_GEP_9	0.029	OFT_2
FB_GEP_10	0.01	OFT_2
FB_GEP_11	0.001	OFT_2
FB_GEP_12	0	OFT_2
FB_GEP_13	0.002	OFT_2
FB_GEP_14	0.001	OFT_2
FB_GEP_15	0.021	OFT_2
FB_GEP_16	0	OFT_2
FB_GEP_17	0.003	OFT_2
FB_GEP_18	0.057	OFT_2
FB_GEP_19	0.009	OFT_2
FB_GEP_20	0.018	OFT_2
FB_GEP_21	0.002	OFT_2
FB_GEP_22	0.005	OFT_2
FB_GEP_23	0.002	OFT_2
FB_GEP_24	0.002	OFT_2
FB_GEP_25	0.01	OFT_2
FB_GEP_26	0.001	OFT_2
VIC_GEP_27	0.002	OFT_2
FB_GEP_33	0.983	OFT_2
FB_GEP_1	0.001	OFT_3
FB_GEP_2	0.004	OFT_3
FB_GEP_3	0.001	OFT_3
FB_GEP_5	0.001	OFT_3
FB_GEP_6	0.003	OFT_3
FB_GEP_7	0	OFT_3
FB_GEP_8	0.073	OFT_3
FB_GEP_9	0	OFT_3
FB_GEP_10	0	OFT_3
FB_GEP_11	0	OFT_3
FB_GEP_12	0	OFT_3
FB_GEP_13	0	OFT_3
FB_GEP_14	0	OFT_3
FB_GEP_15	0.001	OFT_3
FB_GEP_16	0	OFT_3
FB_GEP_17	0.004	OFT_3
FB_GEP_18	0.011	OFT_3
FB_GEP_19	0.039	OFT_3
FB_GEP_21	0.001	OFT_3
FB_GEP_22	0.009	OFT_3
FB_GEP_24	0.014	OFT_3
FB_GEP_25	0	OFT_3
FB_GEP_1	0.06	Cardiac_fibroblast_progenitors
FB_GEP_2	0.059	Cardiac_fibroblast_progenitors
FB_GEP_3	0.069	Cardiac_fibroblast_progenitors
FB_GEP_5	0.098	Cardiac_fibroblast_progenitors
FB_GEP_6	0.414	Cardiac_fibroblast_progenitors
FB_GEP_7	0.533	Cardiac_fibroblast_progenitors
FB_GEP_8	0.056	Cardiac_fibroblast_progenitors
FB_GEP_9	0.029	Cardiac_fibroblast_progenitors
FB_GEP_10	0.049	Cardiac_fibroblast_progenitors
FB_GEP_11	0.069	Cardiac_fibroblast_progenitors
FB_GEP_12	0.067	Cardiac_fibroblast_progenitors
FB_GEP_13	0.008	Cardiac_fibroblast_progenitors
FB_GEP_14	0.04	Cardiac_fibroblast_progenitors
FB_GEP_15	0.025	Cardiac_fibroblast_progenitors
FB_GEP_16	0.114	Cardiac_fibroblast_progenitors
FB_GEP_17	0.019	Cardiac_fibroblast_progenitors
FB_GEP_18	0.018	Cardiac_fibroblast_progenitors
FB_GEP_19	0.13	Cardiac_fibroblast_progenitors
