Category	Enrichment	Enrichment_std_error	Enrichment_p	Enrichment_p_fdr	Coefficient_z.score	finemapped_trait	n_LeadSNPs	Disease	NiceName	coarse_cluster
ACM_left_trabecular_1	19.1827085651582	3.73043480769739	8.62589792092374e-06	0.001	1.70294199161846	Nielsen_AFib	193	Nielsen_AFib	AtrialFibrillation_Nielsen	ACM
ACM_left_trabecular_2	20.2600889799831	4.43804333597563	5.01044246131236e-05	0.009	1.96832289163258	Nielsen_AFib	193	Nielsen_AFib	AtrialFibrillation_Nielsen	ACM
ACM_left_compact	18.1340462381762	4.17193395986755	8.20715532974707e-05	0.014	0.845455953623211	Nielsen_AFib	193	Nielsen_AFib	AtrialFibrillation_Nielsen	ACM
VCM_left_trabecular_2	15.0123516222597	3.00505875599081	4.40049955614994e-05	0.007	0.713071835467769	Nielsen_AFib	193	Nielsen_AFib	AtrialFibrillation_Nielsen	VCM
VCM_left_trabecular_3	14.7620297699733	2.6950207356506	5.09447755703291e-06	0.001	1.11984651180602	Nielsen_AFib	193	Nielsen_AFib	AtrialFibrillation_Nielsen	VCM
VCM_left_hybrid	15.5668002588826	3.55155844475791	0.000204965192457554	0.035	0.862405625133637	Nielsen_AFib	193	Nielsen_AFib	AtrialFibrillation_Nielsen	VCM
VCM_left_compact_2	13.4850856707464	2.87988115821283	0.000102259129621465	0.017	-0.556848792901778	Nielsen_AFib	193	Nielsen_AFib	AtrialFibrillation_Nielsen	VCM
VCM_left_compact_3	13.4967499993842	2.77536501813241	4.11599936094112e-05	0.007	-0.301343340400834	Nielsen_AFib	193	Nielsen_AFib	AtrialFibrillation_Nielsen	VCM
VCM_right_trabecular	13.9976203074006	2.87476107235447	6.47576891035058e-05	0.011	-0.337352220833087	Nielsen_AFib	193	Nielsen_AFib	AtrialFibrillation_Nielsen	VCM
VCM_AV_valve	19.5192124648883	4.74610838259868	0.000138297650083772	0.024	1.46025388206956	Nielsen_AFib	193	Nielsen_AFib	AtrialFibrillation_Nielsen	VCM
PF_3	21.3386018818354	4.97641881950315	0.000183868425232877	0.031	1.60133237607286	Nielsen_AFib	193	Nielsen_AFib	AtrialFibrillation_Nielsen	CoreConductionCells
SAN_Tz	16.8370790679734	3.55479392756407	6.08904796820493e-05	0.01	0.280208368504336	Nielsen_AFib	193	Nielsen_AFib	AtrialFibrillation_Nielsen	TzConductionCells
AV_Tz	16.2799438940845	3.8794939712822	0.000243862758428569	0.041	-0.198853470703388	Nielsen_AFib	193	Nielsen_AFib	AtrialFibrillation_Nielsen	NA
VCM_transition	15.0610967788053	3.25497313207239	0.000162245545422992	0.028	0.107359349516763	Nielsen_AFib	193	Nielsen_AFib	AtrialFibrillation_Nielsen	NA
ACM_left_trabecular_1	21.8327074861737	4.25844675656296	1.84290555119541e-06	0	1.68361188596993	HRC_EUR_AFib	153	HRC_EUR_AFib	AtrialFibrillation_HRC_EUR	ACM
ACM_left_trabecular_2	21.8102370789382	5.23594838004923	5.12072314180789e-05	0.009	1.46751366682378	HRC_EUR_AFib	153	HRC_EUR_AFib	AtrialFibrillation_HRC_EUR	ACM
ACM_left_hybrid	18.3276358355241	4.43277066183314	0.000112497896343755	0.019	-0.960652804334423	HRC_EUR_AFib	153	HRC_EUR_AFib	AtrialFibrillation_HRC_EUR	ACM
ACM_left_compact	20.2107889041355	4.86970980041754	4.30458013506366e-05	0.007	0.702066086316977	HRC_EUR_AFib	153	HRC_EUR_AFib	AtrialFibrillation_HRC_EUR	ACM
ACM_right_compact_3	17.4992694729667	4.605549970742	0.000241132853784726	0.041	-0.561437527599146	HRC_EUR_AFib	153	HRC_EUR_AFib	AtrialFibrillation_HRC_EUR	ACM
VCM_left_trabecular_2	16.6901776030525	3.12880953347207	8.06225682374718e-06	0.001	0.593680859927467	HRC_EUR_AFib	153	HRC_EUR_AFib	AtrialFibrillation_HRC_EUR	VCM
VCM_left_trabecular_3	16.1393054904565	2.79789013288284	8.85911578129984e-07	0	0.941805618376186	HRC_EUR_AFib	153	HRC_EUR_AFib	AtrialFibrillation_HRC_EUR	VCM
VCM_left_hybrid	18.1169166447084	3.76198937584915	3.0508833739558e-05	0.005	1.26107974724568	HRC_EUR_AFib	153	HRC_EUR_AFib	AtrialFibrillation_HRC_EUR	VCM
VCM_left_compact_1	15.821295047132	3.71814312911282	0.00013799292329604	0.023	-0.331094225680799	HRC_EUR_AFib	153	HRC_EUR_AFib	AtrialFibrillation_HRC_EUR	VCM
VCM_left_compact_2	15.8763227065293	3.05261433734163	1.57035471927894e-05	0.003	0.0193667199055564	HRC_EUR_AFib	153	HRC_EUR_AFib	AtrialFibrillation_HRC_EUR	VCM
VCM_left_compact_3	14.9962225001442	2.93846408068499	1.80968673958812e-05	0.003	-0.490491588417996	HRC_EUR_AFib	153	HRC_EUR_AFib	AtrialFibrillation_HRC_EUR	VCM
VCM_right_trabecular	14.993822999644	2.90082845856894	2.18309254539587e-05	0.004	-0.743989224747081	HRC_EUR_AFib	153	HRC_EUR_AFib	AtrialFibrillation_HRC_EUR	VCM
VCM_AV_valve	22.8350377972905	5.96314150545777	0.000168810752079056	0.029	1.64671545673085	HRC_EUR_AFib	153	HRC_EUR_AFib	AtrialFibrillation_HRC_EUR	VCM
PF_2	20.3915494616195	4.37789542530206	0.000157811743043145	0.027	0.702224111849468	HRC_EUR_AFib	153	HRC_EUR_AFib	AtrialFibrillation_HRC_EUR	CoreConductionCells
PF_3	25.1039187145957	5.48620286693592	2.76279949264696e-05	0.005	2.01662357481879	HRC_EUR_AFib	153	HRC_EUR_AFib	AtrialFibrillation_HRC_EUR	CoreConductionCells
SAN_Tz	19.0054421702712	4.08852239639193	3.07199167010048e-05	0.005	0.345105898685752	HRC_EUR_AFib	153	HRC_EUR_AFib	AtrialFibrillation_HRC_EUR	TzConductionCells
AV_Tz	19.8666229401947	4.2730768800347	2.51506119505639e-05	0.004	0.696262550919266	HRC_EUR_AFib	153	HRC_EUR_AFib	AtrialFibrillation_HRC_EUR	NA
VCM_transition	16.0316548875387	3.30320431509151	4.43819746881699e-05	0.008	-0.429192551212165	HRC_EUR_AFib	153	HRC_EUR_AFib	AtrialFibrillation_HRC_EUR	NA
ACM_left_trabecular_1	27.2042537850473	4.64769764122604	1.41882588370921e-07	0	0.876016791816825	PR_interval	355	PR_interval	PRInterval	ACM
ACM_left_trabecular_2	23.6212657262782	3.28238498274953	1.20791943144356e-10	0	-0.165380996751631	PR_interval	355	PR_interval	PRInterval	ACM
ACM_left_hybrid	25.6360149561992	5.05194165490897	2.27117439749173e-07	0	-0.277149678599985	PR_interval	355	PR_interval	PRInterval	ACM
ACM_left_compact	30.6209825672071	5.3664788918746	1.92006672774429e-06	0	1.09146555582846	PR_interval	355	PR_interval	PRInterval	ACM
ACM_right_trabecular_1	22.9978538018275	4.16762817858665	2.16356892821565e-07	0	-1.0322029810047	PR_interval	355	PR_interval	PRInterval	ACM
ACM_right_trabecular_2	23.9935138840874	4.16559908258535	1.94345041399535e-08	0	-0.547923226162789	PR_interval	355	PR_interval	PRInterval	ACM
ACM_right_compact_1	23.238940637401	4.32678453243858	2.89825781448773e-07	0	-1.01954275623038	PR_interval	355	PR_interval	PRInterval	ACM
ACM_right_compact_2	21.5545477402722	3.28868895202583	3.36383551092339e-10	0	-1.25542517580596	PR_interval	355	PR_interval	PRInterval	ACM
ACM_right_compact_3	31.5004627448728	5.74283615527348	2.39418293586544e-07	0	1.58832705724462	PR_interval	355	PR_interval	PRInterval	ACM
VCM_left_trabecular_1	20.605538280348	4.57583659016472	1.15128673162662e-05	0.002	-1.13009738451171	PR_interval	355	PR_interval	PRInterval	VCM
VCM_left_trabecular_2	19.7915008645714	3.93160331958556	1.42939470639448e-06	0	-1.3022050659584	PR_interval	355	PR_interval	PRInterval	VCM
VCM_left_trabecular_3	23.5330382539792	3.68781850011385	5.13626559681927e-11	0	1.70035195752017	PR_interval	355	PR_interval	PRInterval	VCM
VCM_left_hybrid	25.0047198893075	3.57317603246746	6.58127469394943e-10	0	0.794917609844347	PR_interval	355	PR_interval	PRInterval	VCM
VCM_left_compact_1	26.3752917037974	4.12061471767318	7.04451568171043e-09	0	0.694468471797447	PR_interval	355	PR_interval	PRInterval	VCM
VCM_left_compact_2	22.9148187073093	4.0152416475354	3.39287693112403e-09	0	-0.0662572939549281	PR_interval	355	PR_interval	PRInterval	VCM
VCM_left_compact_3	23.8765490624322	4.26040256822558	3.02522380924924e-08	0	0.57220771887966	PR_interval	355	PR_interval	PRInterval	VCM
VCM_right_trabecular	21.6840489526825	4.38258376804788	9.54844860100274e-07	0	-0.367448142625883	PR_interval	355	PR_interval	PRInterval	VCM
VCM_right_compact	25.4906008717866	4.07457797636849	2.93294452764582e-08	0	0.522763313241431	PR_interval	355	PR_interval	PRInterval	VCM
VCM_AV_valve	21.2497031200483	3.45523774572521	1.2380419678322e-08	0	-0.854436299738324	PR_interval	355	PR_interval	PRInterval	VCM
SAN_head	32.9350371014324	5.02232248360305	7.73775604695724e-09	0	2.6906463385414	PR_interval	355	PR_interval	PRInterval	CoreConductionCells
AV_node	25.841602185543	3.51066639166791	6.82276299697047e-09	0	0.615162224724795	PR_interval	355	PR_interval	PRInterval	CoreConductionCells
AV_bundle	28.3139356195551	4.8008060657141	6.73958148320443e-08	0	1.73364993845586	PR_interval	355	PR_interval	PRInterval	CoreConductionCells
PF_1	28.7469653448102	4.04055045753446	5.60087254243512e-10	0	1.40769665977404	PR_interval	355	PR_interval	PRInterval	CoreConductionCells
PF_2	30.8565064583697	5.11972756782382	2.04892094059584e-08	0	0.982658452962246	PR_interval	355	PR_interval	PRInterval	CoreConductionCells
PF_3	26.4428211528644	4.44186103375531	1.86003759280132e-08	0	-0.414380643707027	PR_interval	355	PR_interval	PRInterval	CoreConductionCells
SAN_Tz	21.7651530664389	4.96066704244009	2.11457914183669e-06	0	-0.920552015985603	PR_interval	355	PR_interval	PRInterval	TzConductionCells
AV_Tz	23.8821818620202	4.20355765081124	1.31305370316757e-07	0	-0.093974363149107	PR_interval	355	PR_interval	PRInterval	NA
AV_bundle_Tz	25.3708682341677	4.28558223763329	1.21739881979011e-08	0	0.688557822562014	PR_interval	355	PR_interval	PRInterval	TzConductionCells
PF_Tz	28.4393327078756	4.60684911609557	1.48051252134967e-08	0	0.785390911020483	PR_interval	355	PR_interval	PRInterval	TzConductionCells
VCM_transition	24.6493807631525	3.82504113191183	1.88440002334645e-09	0	0.16168806869247	PR_interval	355	PR_interval	PRInterval	NA
Endocardial_AtrialSeptumEC_endocardial	14.7489134772854	3.29659250863428	0.000193098550886962	0.033	1.10037555494444	PR_interval	355	PR_interval	PRInterval	Endocardial
Endocaridal_AorticEC_endothelial	11.6965148429751	2.91953748606783	0.000256918300426457	0.044	0.520947711147554	PR_interval	355	PR_interval	PRInterval	Endocardial
CFB_progenitors	15.3975803776201	3.74256552656852	0.000213913611958552	0.036	0.832653062117233	PR_interval	355	PR_interval	PRInterval	FB
CFB_mature	12.965451385053	2.89550998229902	6.24978688554254e-05	0.011	0.704798540927785	PR_interval	355	PR_interval	PRInterval	FB
CFB_atrium	12.326777022744	2.75141184223772	0.000100095848909841	0.017	-0.133422486353733	PR_interval	355	PR_interval	PRInterval	FB
CFB_DMP_1	11.8052485893016	2.63005037230033	0.000104688041984475	0.018	-0.29041145389897	PR_interval	355	PR_interval	PRInterval	FB
CFB_DMP_2	13.8284911892426	3.46467381779176	8.95123488993757e-05	0.015	0.247771081204104	PR_interval	355	PR_interval	PRInterval	FB
CFB_OFT_1	13.4576011119808	3.23098159343157	0.000245546657346952	0.042	0.193891182712884	PR_interval	355	PR_interval	PRInterval	FB
CFB_OFT_3	15.3842630225915	4.08027140865412	0.000211845166366118	0.036	0.811440280087933	PR_interval	355	PR_interval	PRInterval	FB
VIC_free_segments_1	18.3121703116805	3.80343960047251	2.21997230870027e-05	0.004	1.68294061314644	PR_interval	355	PR_interval	PRInterval	FB
VIC_free_segments_2	13.8372966852299	3.4396117670137	0.000148106472845907	0.025	0.333389474649458	PR_interval	355	PR_interval	PRInterval	FB
VIC_NC_derived_mescenchyme	10.6802846010269	2.65193896441755	0.000162935789995964	0.028	-1.76648692641784	PR_interval	355	PR_interval	PRInterval	FB
VIC_valve_roots	15.116692316354	3.07350839965134	7.09824236596512e-06	0.001	0.670717659220481	PR_interval	355	PR_interval	PRInterval	FB
Pericytes_1	11.2122569913238	2.40117917999799	2.25963919100741e-05	0.004	-0.841743585213744	PR_interval	355	PR_interval	PRInterval	MuralCells
Pericytes_3	15.4948482678372	2.8737311232247	1.117615559569e-06	0	1.01129113360674	PR_interval	355	PR_interval	PRInterval	MuralCells
SMC_1	11.3162874246352	2.61426582290704	9.29931875081327e-05	0.016	-1.03344485182763	PR_interval	355	PR_interval	PRInterval	MuralCells
SMC_2	16.3084680156703	4.28876383280415	0.000242632901385393	0.041	0.587843715547771	PR_interval	355	PR_interval	PRInterval	MuralCells
Epicardial_0	11.9474167307321	2.77987405602848	8.46799010845897e-05	0.014	-0.693916638732152	PR_interval	355	PR_interval	PRInterval	Epicardial
Epicardial_1	15.5370263980527	3.7469561288541	6.4336927679317e-05	0.011	0.521862379854861	PR_interval	355	PR_interval	PRInterval	Epicardial
ACM_left_trabecular_1	16.0695783712144	4.80757940958491	7.83377216239229e-05	0.013	0.681312649031747	ECG_meanQRS_duration	61	ECG_meanQRS_duration	ECG_meanQRS	ACM
ACM_left_compact	16.9666637612553	5.15746812415477	0.000173182738573487	0.029	0.952040183708554	ECG_meanQRS_duration	61	ECG_meanQRS_duration	ECG_meanQRS	ACM
ACM_right_trabecular_2	14.0302169142951	4.75426224792317	0.000258584631463906	0.044	-0.376315770472937	ECG_meanQRS_duration	61	ECG_meanQRS_duration	ECG_meanQRS	ACM
VCM_left_trabecular_1	16.9317240468326	5.12988672612475	0.000131277181472578	0.022	1.67758101973811	ECG_meanQRS_duration	61	ECG_meanQRS_duration	ECG_meanQRS	VCM
VCM_left_compact_1	14.4177227754206	4.82717523000895	0.000143382202677435	0.024	0.265353950278555	ECG_meanQRS_duration	61	ECG_meanQRS_duration	ECG_meanQRS	VCM
VCM_left_compact_2	14.5168997153537	4.77970706172988	0.000199627971519748	0.034	1.42883255957929	ECG_meanQRS_duration	61	ECG_meanQRS_duration	ECG_meanQRS	VCM
AV_node	18.1923124489225	5.406491751924	1.69383739581492e-05	0.003	2.08598500844852	ECG_meanQRS_duration	61	ECG_meanQRS_duration	ECG_meanQRS	CoreConductionCells
PF_1	15.9489951038392	5.83549460952993	0.000167158268696694	0.028	0.900163286170744	ECG_meanQRS_duration	61	ECG_meanQRS_duration	ECG_meanQRS	CoreConductionCells
PF_2	21.6100362263456	6.14532719217105	3.06063881095079e-05	0.005	2.07089151533161	ECG_meanQRS_duration	61	ECG_meanQRS_duration	ECG_meanQRS	CoreConductionCells
AV_Tz	17.2350857897175	5.09833995577692	8.43733797928247e-05	0.014	1.27585595275022	ECG_meanQRS_duration	61	ECG_meanQRS_duration	ECG_meanQRS	NA
AV_bundle_Tz	18.6060074642739	5.13521755211516	0.000126453557828764	0.021	1.79689397460989	ECG_meanQRS_duration	61	ECG_meanQRS_duration	ECG_meanQRS	TzConductionCells
Endocardial_AtrialSeptumEC_endocardial	10.0091264482803	2.48091319587224	0.000252853373781175	0.043	0.862343494043999	Aragam_CAD	311	Aragam_CAD	CAD_Aragram	Endocardial
VIC_valve_roots	12.2605474124649	2.97438875552135	0.000145337182012683	0.025	1.9346012595535	Aragam_CAD	311	Aragam_CAD	CAD_Aragram	FB
Pericytes_2	11.5252002982435	2.8061986322443	0.000112756422021904	0.019	2.33525498055555	Aragam_CAD	311	Aragam_CAD	CAD_Aragram	MuralCells
SMC_1	9.82339154449091	2.51055990356411	0.000240628609466502	0.041	1.10872235821303	Aragam_CAD	311	Aragam_CAD	CAD_Aragram	MuralCells
Endocardial_VentricularEC_1	10.1494803114903	2.35433349850738	0.000171003445128735	0.029	0.747821432801294	Harst_CAD	234	Harst_CAD	CAD_Harst	Endocardial
Endocardial_VentricularEC_3	9.37101574888803	2.05423242290099	9.37363921444183e-05	0.016	0.529230976642709	Harst_CAD	234	Harst_CAD	CAD_Harst	Endocardial
Endocardial_AtrialSeptumEC_endocardial	10.1794080897066	2.14655352715764	9.09524670820273e-05	0.015	0.674581572366301	Harst_CAD	234	Harst_CAD	CAD_Harst	Endocardial
Endocardial_OFT_VEC	9.83438997460574	2.27331467504531	0.000271010011339504	0.046	1.05246891053004	Harst_CAD	234	Harst_CAD	CAD_Harst	Endocardial
CFB_mature	9.00383123289696	2.05367349795661	0.000223827775024167	0.038	0.66939841547648	Harst_CAD	234	Harst_CAD	CAD_Harst	FB
CFB_DMP_1	10.5257285342654	2.38102706779903	0.000190779722483576	0.032	1.54772399172047	Harst_CAD	234	Harst_CAD	CAD_Harst	FB
CFB_OFT_3	14.301874217383	3.22078816471991	0.000162979050760927	0.028	2.25982009165535	Harst_CAD	234	Harst_CAD	CAD_Harst	FB
VIC_valve_roots	12.7368675073285	2.59197663402952	3.15526424551037e-05	0.005	1.96827386048966	Harst_CAD	234	Harst_CAD	CAD_Harst	FB
Pericytes_2	12.0145277012937	2.48512671900616	3.24255034025391e-05	0.006	2.01614506285791	Harst_CAD	234	Harst_CAD	CAD_Harst	MuralCells
SMC_1	9.90077292673722	1.81998341308478	6.37191690450119e-06	0.001	0.827218468387858	Harst_CAD	234	Harst_CAD	CAD_Harst	MuralCells
SMC_2	12.2921278023516	2.93841779985144	0.000230468674314487	0.039	1.7608522881139	Harst_CAD	234	Harst_CAD	CAD_Harst	MuralCells
ACM_right_compact_2	91.5459811231863	67.6934050718378	0.000216178994442662	0.037	2.32536907742962	HR_pvRSA_HF	8	HR_pvRSA_HF	HeartRate_pvRSA_HF	ACM
ACM_left_hybrid	18.6246055226766	4.41333810067034	2.17159041846333e-05	0.004	0.795540098636653	HR_den_Hoed	22	HR_den_Hoed	HeartRate_den_Hoed	ACM
ACM_left_compact	19.2878996011956	4.13743130088222	1.00134942745275e-05	0.002	1.30139278281162	HR_den_Hoed	22	HR_den_Hoed	HeartRate_den_Hoed	ACM
ACM_right_trabecular_1	17.7496860399168	4.30654203268333	9.1273725357226e-05	0.016	0.719180128175457	HR_den_Hoed	22	HR_den_Hoed	HeartRate_den_Hoed	ACM
ACM_right_compact_2	17.9111746223527	3.98857413398949	1.3703606178368e-05	0.002	0.982319928098932	HR_den_Hoed	22	HR_den_Hoed	HeartRate_den_Hoed	ACM
ACM_right_compact_3	20.0857051227922	4.53943748695801	8.57629358843732e-06	0.001	0.877148759934589	HR_den_Hoed	22	HR_den_Hoed	HeartRate_den_Hoed	ACM
VCM_left_trabecular_1	14.3837634398907	3.75145895935062	0.000230166830254575	0.039	-0.916038100185806	HR_den_Hoed	22	HR_den_Hoed	HeartRate_den_Hoed	VCM
VCM_left_trabecular_3	16.4327836881516	3.80124976726622	3.07124198247114e-05	0.005	1.27423104037167	HR_den_Hoed	22	HR_den_Hoed	HeartRate_den_Hoed	VCM
VCM_left_compact_1	19.8667229879372	5.0932215976906	0.000176721628432099	0.03	2.51479180387987	HR_den_Hoed	22	HR_den_Hoed	HeartRate_den_Hoed	VCM
SAN_head	22.833529523407	4.90354677889467	8.83618877296472e-06	0.002	2.80599344772114	HR_den_Hoed	22	HR_den_Hoed	HeartRate_den_Hoed	CoreConductionCells
VCM_transition	15.8396406828395	3.92552349203072	9.08622802187822e-05	0.015	-0.313677943428398	HR_den_Hoed	22	HR_den_Hoed	HeartRate_den_Hoed	NA
VCM_left_trabecular_2	9.91558999505888	2.46296789592086	0.000146420835904728	0.025	1.26170715675611	invnorm_min_aa_sa	115	invnorm_min_aa_sa	min_aa_sa	VCM
VCM_left_hybrid	9.61814472915757	2.31476811109205	0.000290518074043202	0.049	1.21182915731021	invnorm_min_aa_sa	115	invnorm_min_aa_sa	min_aa_sa	VCM
CFB_progenitors	8.90682388748656	2.10789344812229	6.65517340246651e-05	0.011	0.11201203098485	invnorm_min_aa_sa	115	invnorm_min_aa_sa	min_aa_sa	FB
CFB_mature	9.09382824277582	2.15959023761544	8.35330661538944e-05	0.014	0.495736530868698	invnorm_min_aa_sa	115	invnorm_min_aa_sa	min_aa_sa	FB
CFB_atrium	10.563978700611	2.6214019750396	0.000249242290593835	0.042	0.695752785083782	invnorm_min_aa_sa	115	invnorm_min_aa_sa	min_aa_sa	FB
CFB_DMP_1	12.0439219122373	2.72843429417639	1.81803710434736e-05	0.003	1.79010191884928	invnorm_min_aa_sa	115	invnorm_min_aa_sa	min_aa_sa	FB
Pericytes_3	12.3654846918714	3.13396394612184	0.000237396958239247	0.04	1.64672675285994	invnorm_min_aa_sa	115	invnorm_min_aa_sa	min_aa_sa	MuralCells
SMC_1	12.449917171568	2.57570916152749	9.42564313293922e-07	0	2.16613713314298	invnorm_min_aa_sa	115	invnorm_min_aa_sa	min_aa_sa	MuralCells
SMC_2	15.3205641969656	3.4911179348181	1.90989165748711e-05	0.003	2.45976021226952	invnorm_min_aa_sa	115	invnorm_min_aa_sa	min_aa_sa	MuralCells
VCM_left_compact_1	13.8057569881072	3.24919625432459	5.91147428153089e-05	0.01	1.18796077781202	invnorm_ramax_area	6	invnorm_ramax_area	RightAtriumMaximumArea	VCM
VCM_right_trabecular	14.7224942850669	3.00146294839428	2.23540526932698e-06	0	2.63331088901907	invnorm_ramax_area	6	invnorm_ramax_area	RightAtriumMaximumArea	VCM
VCM_right_compact	13.3786908407261	3.41999682168799	0.000233519474134211	0.04	0.826688885515107	invnorm_ramax_area	6	invnorm_ramax_area	RightAtriumMaximumArea	VCM
PF_2	14.1968918212148	3.67019537743785	0.000180890233179439	0.031	1.44517491509961	invnorm_ramax_area	6	invnorm_ramax_area	RightAtriumMaximumArea	CoreConductionCells
AV_bundle_Tz	14.8574580266296	3.64230739336579	8.49115879013685e-05	0.014	2.12011948921963	invnorm_ramax_area	6	invnorm_ramax_area	RightAtriumMaximumArea	TzConductionCells
VCM_transition	11.9696842657903	3.042085574511	0.000285318927048543	0.049	0.379406216480182	invnorm_ramax_area	6	invnorm_ramax_area	RightAtriumMaximumArea	NA
VCM_left_trabecular_3	11.02811746304	2.95149037069309	0.0002506608841437	0.043	0.0131316244923648	invnorm_ramin_area	8	invnorm_ramin_area	RightAtriumMinimumArea	VCM
VCM_left_compact_1	13.3676717677647	3.37412529077026	9.08052948265645e-05	0.015	1.06197164216944	invnorm_ramin_area	8	invnorm_ramin_area	RightAtriumMinimumArea	VCM
VCM_right_trabecular	15.5975551945573	3.388671081098	3.70574347583466e-06	0.001	2.82768777950555	invnorm_ramin_area	8	invnorm_ramin_area	RightAtriumMinimumArea	VCM
PF_2	17.4353930336115	4.1057601978497	1.63702687889619e-05	0.003	3.06121594767924	invnorm_ramin_area	8	invnorm_ramin_area	RightAtriumMinimumArea	CoreConductionCells
VCM_right_trabecular	21.9675408589323	5.84230674692228	0.000186002007943834	0.032	2.00948227667712	invnorm_ra_rv_min	8	invnorm_ra_rv_min	ra_rv_min	VCM
Pericytes_2	18.7356258544832	4.80730119868101	0.000203595218116641	0.035	2.32252728941819	invnorm_ra_rv_min	8	invnorm_ra_rv_min	ra_rv_min	MuralCells
VCM_right_trabecular	10.4091889059497	2.85661404470488	9.00465801688641e-05	0.015	3.00678097295274	invnorm_root_ao	38	invnorm_root_ao	AorticRoot	VCM
CFB_atrium	9.74251659752405	3.14594699844846	0.000166685699995891	0.028	1.95906295506644	invnorm_root_ao	38	invnorm_root_ao	AorticRoot	FB
SMC_1	10.1507007346917	3.70076325027603	0.000121222419235434	0.021	1.67457901260339	invnorm_root_ao	38	invnorm_root_ao	AorticRoot	MuralCells
VCM_left_trabecular_3	10.3672237038188	2.50828624641073	0.000143335134784241	0.024	0.959586661538979	invnorm_RVEDV	19	invnorm_RVEDV	MaxRVVolume	VCM
VCM_right_trabecular	12.2260129514172	3.01616298392711	8.05710024947809e-05	0.014	1.94527734256038	invnorm_RVEDV	19	invnorm_RVEDV	MaxRVVolume	VCM
AV_bundle_Tz	12.6035238096081	3.0247617798191	7.57611937461669e-05	0.013	1.86745034305088	invnorm_RVEDV	19	invnorm_RVEDV	MaxRVVolume	TzConductionCells
Pericytes_1	13.0151200236084	3.01657873596701	3.39207450845571e-05	0.006	3.87511232179494	invnorm_RVEDV	19	invnorm_RVEDV	MaxRVVolume	MuralCells
AV_Tz	11.4840961376233	3.6795478362745	0.000123001513115285	0.021	2.22127196074464	invnorm_RVEF	18	invnorm_RVEF	RVEjectionFraction	NA
ACM_right_compact_2	16.459813233885	4.4839685572912	0.000105401752969115	0.018	2.4722397041952	invnorm_RVESV_LVESV_ratio	9	invnorm_RVESV_LVESV_ratio	MinRVVolumeToMinLVVolume	ACM
VCM_left_trabecular_3	10.4579055896321	2.57076747273194	0.000138305539059989	0.024	1.50054649860821	invnorm_RVESV	23	invnorm_RVESV	MinRVVolume	VCM
ACM_left_trabecular_2	11.5515835596456	3.01243375145447	0.000229042987893861	0.039	1.21831655304252	invnorm_RVSV	4	invnorm_RVSV	RVStrokeVolume	ACM
VCM_right_trabecular	14.2249530406271	3.33734187203378	2.55331456133739e-05	0.004	2.50397031775669	invnorm_RVSV	4	invnorm_RVSV	RVStrokeVolume	VCM
VCM_AV_valve	15.2935579637853	3.83345809889907	0.000153966686422917	0.026	1.95444480761063	invnorm_RVSV	4	invnorm_RVSV	RVStrokeVolume	VCM
AV_bundle_Tz	13.5264110544448	3.4625328422207	0.000192773918607531	0.033	1.47567935775915	invnorm_RVSV	4	invnorm_RVSV	RVStrokeVolume	TzConductionCells
Pericytes_1	12.9079165108309	3.04608509972491	5.4450266443121e-05	0.009	3.73189262169667	invnorm_RVSV	4	invnorm_RVSV	RVStrokeVolume	MuralCells
SMC_1	12.0669934457997	2.78034077192393	2.85444421157503e-05	0.005	1.80490536160276	invnorm_short_axis_cm_root	31	invnorm_short_axis_cm_root	ProximalPulmonaryArteryRootDiameter	MuralCells
ACM_left_trabecular_1	25.1607425032074	5.52738608489199	6.52071993662135e-06	0.001	1.70887044495854	UKB_AFib	78	UKB_AFib	AtrialFibrillation_UKB	ACM
ACM_left_trabecular_2	24.0731088313133	6.65116975987947	0.000285771142810657	0.049	0.901468498102622	UKB_AFib	78	UKB_AFib	AtrialFibrillation_UKB	ACM
ACM_left_compact	25.4595581032022	6.51132534368216	4.91715457465331e-05	0.008	1.48588489502093	UKB_AFib	78	UKB_AFib	AtrialFibrillation_UKB	ACM
